idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
8292,"Idiot, The (Hakuchi) (1951)","Drama",1951,"Japan","Akira Kurosawa"
8293,"Used People (1992)","Comedy",1992,"USA","Beeban Kidron"
8294,"Swan, The (1956)","Comedy",1956,"USA","Charles Vidor"
8295,"Most Dangerous Game, The (1932)","Adventure",1932,"USA","Irving Pichel"
8302,"Front Page, The (1931)","Comedy",1931,"USA","Lewis Milestone"
8327,"Dolls (2002)","Drama",2002,"Japan","Takeshi Kitano"
8329,"Three Came Home (1950)","War",1950,"USA","Jean Negulesco"
8330,"Our Man in Havana (1959)","Drama",1959,"UK","Carol Reed"
8331,"Man Who Came to Dinner, The (1942)","Comedy",1942,"USA","William Keighley"
8332,"Sunday Bloody Sunday (1971)","Drama",1971,"UK","John Schlesinger"
8334,"Cowboys, The (1972)","Drama",1972,"USA","Mark Rydell"
8335,"Make Way for Tomorrow (1937)","Drama",1937,"USA","Leo McCarey"
8336,"Major and the Minor, The (1942)","Comedy",1942,"USA","Billy Wilder"
8337,"Caine Mutiny, The (1954)","Drama",1954,"USA","Edward Dmytryk"
8338,"Black Narcissus (1947)","Drama",1947,"UK","Michael Powell"
8339,"H.M.S. Defiant (1962)","Adventure",1962,"UK","Lewis Gilbert"
8340,"Escape from Alcatraz (1979)","Action",1979,"USA","Don Siegel"
8341,"Oliver Twist (1948)","Adventure",1948,"UK","David Lean"
8360,"Shrek 2 (2004)","Animation",2004,"USA","Andrew Adamson"
8361,"Day After Tomorrow, The (2004)","Action",2004,"USA","Roland Emmerich"
8362,"Raising Helen (2004)","Comedy",2004,"USA","Garry Marshall"
8363,"Soul Plane (2004)","Comedy",2004,"USA","Jessy Terrero"
8365,"Mother, The (2003)","Drama",2003,"UK","Roger Michell"
8366,"Saved! (2004)","Comedy",2004,"USA","Brian Dannelly"
8367,"Time of the Wolf, The (Le Temps du Loup) (2003)","Drama",2003,"France","Michael Haneke"
8368,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure",2004,"UK","Alfonso Cuar&#xF3;n"
8369,"Mindhunters (2004)","Action",2004,"USA","Renny Harlin"
8370,"Zatoichi (Zat?â??ichi) (2003)","Action",2003,"Japan","Takeshi Kitano"
8371,"Chronicles of Riddick, The (2004)","Action",2004,"USA","David Twohy"
8372,"Garfield: The Movie (2004)","Comedy",2004,"USA","Peter Hewitt"
8373,"Stepford Wives, The (2004)","Comedy",2004,"USA","Frank Oz"
8374,"Bright Future (Akarui mirai) (2003)","Drama",2003,"Japan","Kiyoshi Kurosawa"
8375,"Hunting of the President, The (2004)","Documentary",2004,"USA","Nickolas Perry"
8376,"Napoleon Dynamite (2004)","Comedy",2004,"USA","Jared Hess"
8377,"City of Joy (1992)","Drama",1992,"France","Roland Joff&#xE9;"
8379,"Dresser, The (1983)","Drama",1983,"UK","Peter Yates"
8380,"Father Hood (1993)","Comedy",1993,"USA","Darrell Roodt"
8381,"For Me and My Gal (1942)","Musical",1942,"USA","Busby Berkeley"
8382,"Hello Again (1987)","Comedy",1987,"USA","Frank Perry"
8383,"Hope Springs (2003)","Comedy",2003,"UK","Mark Herman"
8384,"Love Finds Andy Hardy (1938)","Comedy",1938,"USA","George B. Seitz"
8385,"Lover Come Back (1961)","Comedy",1961,"USA","Delbert Mann"
8387,"Police Academy: Mission to Moscow (1994)","Comedy",1994,"USA","Alan Metter"
8388,"Ring of Bright Water (1969)","Comedy",1969,"UK","Jack Couffer"
8391,"Big Wednesday (1978)","Comedy",1978,"USA","John Milius"
8392,"Fool for Love (1985)","Drama",1985,"USA","Robert Altman"
8393,"Give My Regards to Broad Street (1984)","Drama",1984,"UK","Peter Webb"
8394,"Hi-Line, The (1999)","Drama",1999,"USA","Ron Judkins"
8395,"Last of Sheila, The (1973)","Crime",1973,"USA","Herbert Ross"
8397,"Playboys, The (1992)","Drama",1992,"USA","Gillies MacKinnon"
8398,"Star! (1968)","Biography",1968,"USA","Robert Wise"
8400,"Wish You Were Here (1987)","Comedy",1987,"UK","David Leland"
8401,"Adventures of Sherlock Holmes, The (1939)","Crime",1939,"USA","Alfred L. Werker"
8403,"Helen of Troy (1956)","Adventure",1956,"USA","Robert Wise"
8404,"Hound of the Baskervilles, The (1939)","Crime",1939,"USA","Sidney Lanfield"
8405,"Hour of the Wolf (Vargtimmen) (1968)","Drama",1968,"Sweden","Ingmar Bergman"
8407,"Molly Maguires, The (1970)","Drama",1970,"USA","Martin Ritt"
8410,"Suddenly (1954)","Crime",1954,"USA","Lewis Allen"
8411,"Urban Ghost Story (1998)","Drama",1998,"UK","Genevi&#xE8;ve Jolliffe"
8422,"Kings Row (1942)","Drama",1942,"USA","Sam Wood"
8423,"Kid Brother, The (1927)","Comedy",1927,"USA","Ted Wilde"
8424,"Divorcee, The (1930)","Romance",1930,"USA","Robert Z. Leonard"
8425,"Meet the Applegates (1991)","Comedy",1991,"USA","Michael Lehmann"
8426,"Robot Carnival (Roboto k?â?ónibauru) (1987)","Animation",1987,"Japan","Atsuko Fukushima"
8427,"Americathon (1979)","Comedy",1979,"USA","Neal Israel"
8446,"Sands of Iwo Jima (1949)","Action",1949,"USA","Allan Dwan"
8447,"This Island Earth (1955)","Sci-Fi",1955,"USA","Joseph M. Newman"
8450,"Anthony Adverse (1936)","Adventure",1936,"USA","Mervyn LeRoy"
8451,"Blackboard Jungle (1955)","Drama",1955,"USA","Richard Brooks"
8452,"Moment by Moment (1978)","Drama",1978,"USA","Jane Wagner"
8453,"It Had to Be You (2000)","Comedy",2000,"USA","Steven Feder"
8454,"Luna Papa (1999)","Comedy",1999,"Germany","Bakhtyar Khudojnazarov"
8455,"Long Way Home, The (1997)","Documentary",1997,"USA","Mark Jonathan Harris"
8456,"Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)","Crime",1970,"Italy","Elio Petri"
8457,"True Love (1989)","Comedy",1989,"USA","Nancy Savoca"
8458,"To Each His Own (1946)","Drama",1946,"USA","Mitchell Leisen"
8459,"Heiress, The (1949)","Drama",1949,"USA","William Wyler"
8460,"State Fair (1945)","Musical",1945,"USA","Walter Lang"
8461,"Dragon Seed (1944)","Drama",1944,"USA","Harold S. Bucquet"
8462,"Executive Suite (1954)","Drama",1954,"USA","Robert Wise"
8463,"Johnny Belinda (1948)","Drama",1948,"USA","Jean Negulesco"
8464,"Super Size Me (2004)","Documentary",2004,"USA","Morgan Spurlock"
8465,"Johnny Eager (1942)","Crime",1942,"USA","Mervyn LeRoy"
8477,"Pier, The (La Jet?â?®e) (1962)","Short",1962,"France","Chris Marker"
8478,"Distant Voices, Still Lives (1988)","Drama",1988,"UK","Terence Davies"
8480,"King of Kings, The (1927)","Drama",1927,"USA","Cecil B. DeMille"
8481,"Northwest Passage (1940)","Adventure",1940,"USA","King Vidor"
8482,"Picture of Dorian Gray, The (1945)","Drama",1945,"USA","Albert Lewin"
8483,"Born Losers, The (1967)","Action",1967,"USA","Tom Laughlin"
8484,"Human Condition I, The (Ningen no joken I) (1959)","Drama",1959,"Japan","Masaki Kobayashi"
8485,"Samsara (2001)","Adventure",2001,"Italy","Pan Nalin"
8486,"Bachelor Mother (1939)","Comedy",1939,"USA","Garson Kanin"
8488,"Siddhartha (1972)","Drama",1972,"USA","Conrad Rooks"
8491,"White Heat (1949)","Action",1949,"USA","Raoul Walsh"
8492,"Christmas Carol, A (Scrooge) (1951)","Fantasy",1951,"UK","Brian Desmond Hurst"
8493,"Memphis Belle (1990)","Action",1990,"UK","Michael Caton-Jones"
8494,"Cincinnati Kid, The (1965)","Drama",1965,"USA","Norman Jewison"
8495,"Animal Factory (2000)","Crime",2000,"USA","Steve Buscemi"
8496,"Panic in the Needle Park, The (1971)","Crime",1971,"USA","Jerry Schatzberg"
8499,"Pretty Baby (1978)","Drama",1978,"USA","Louis Malle"
8501,"Hitcher, The (1986)","Crime",1986,"USA","Robert Harmon"
8502,"Show Boat (1951)","Drama",1951,"USA","George Sidney"
8503,"Ivanhoe (1952)","Action",1952,"USA","Richard Thorpe"
8504,"Box of Moon Light (1996)","Comedy",1996,"USA","Tom DiCillo"
8505,"Eel, The (Unagi) (1997)","Drama",1997,"Japan","Sh&#xF4;hei Imamura"
8506,"Fear X (2003)","Thriller",2003,"Denmark","Nicolas Winding Refn"
8507,"Freaks (1932)","Drama",1932,"USA","Tod Browning"
8511,"Immigrant, The (1917)","Short",1917,"USA","Charles Chaplin"
8512,"Silent Movie (1976)","Comedy",1976,"USA","Mel Brooks"
8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)","Drama",1946,"UK","Michael Powell"
8518,"Anna Christie (1930)","Drama",1930,"USA","Clarence Brown"
8519,"Bat People, The (1974)","Horror",1974,"USA","Jerry Jameson"
8520,"Deep Cover (1992)","Action",1992,"USA","Bill Duke"
8521,"Dr. Jekyll and Mr. Hyde (1931)","Drama",1931,"USA","Rouben Mamoulian"
8522,"My Little Chickadee (1940)","Comedy",1940,"USA","Edward F. Cline"
8524,"High and the Mighty, The (1954)","Action",1954,"USA","William A. Wellman"
8525,"Ugly Dachshund, The (1966)","Comedy",1966,"USA","Norman Tokar"
8526,"Around the World in 80 Days (2004)","Action",2004,"USA","Frank Coraci"
8528,"Dodgeball: A True Underdog Story (2004)","Comedy",2004,"USA","Rawson Marshall Thurber"
8529,"Terminal, The (2004)","Comedy",2004,"USA","Steven Spielberg"
8530,"Dear Frankie (2004)","Drama",2004,"UK","Shona Auerbach"
8531,"White Chicks (2004)","Crime",2004,"USA","Keenen Ivory Wayans"
8532,"Door in the Floor, The (2004)","Comedy",2004,"USA","Tod Williams"
8533,"Notebook, The (2004)","Drama",2004,"USA","Nick Cassavetes"
8534,"Two Brothers (2004)","Adventure",2004,"France","Jean-Jacques Annaud"
8535,"De-Lovely (2004)","Biography",2004,"USA","Irwin Winkler"
8536,"Intended, The (2002)","Drama",2002,"UK","Kristian Levring"
8537,"Kaena: The Prophecy (Kaena: La proph?â?®tie) (2003)","Action",2003,"France","Chris Delaporte"
8540,"Back to Bataan (1945)","Drama",1945,"USA","Edward Dmytryk"
8541,"Bloodhounds of Broadway (1989)","Comedy",1989,"USA","Howard Brookner"
8542,"Day at the Races, A (1937)","Comedy",1937,"USA","Sam Wood"
8543,"Flying Leathernecks, The (1951)","Drama",1951,"USA","Nicholas Ray"
8571,"Bob & Carol & Ted & Alice (1969)","Comedy",1969,"USA","Paul Mazursky"
8572,"Littlest Rebel, The (1935)","Comedy",1935,"USA","David Butler"
8573,"Reconstruction (2003)","Drama",2003,"Denmark","Christoffer Boe"
8574,"Claymation Christmas Celebration, A (1987)","Short",1987,"USA","Will Vinton"
8576,"Kopps (2003)","Action",2003,"Sweden","Josef Fares"
8577,"Comandante (2003)","Documentary",2003,"USA","Oliver Stone"
8578,"Undead (2003)","Action",2003,"Australia","Michael Spierig"
8579,"Scarlet and the Black, The (1983)","Drama",1983,"USA","Jerry London"
8580,"Into the Woods (1991)","Fantasy",1991,"USA","James Lapine"
8581,"Pirates of Silicon Valley (1999)","Biography",1999,"USA","Martyn Burke"
8582,"Manufacturing Consent: Noam Chomsky and the Media (1992)","Documentary",1992,"Australia","Mark Achbar"
8583,"Clock, The (1945)","Drama",1945,"USA","Vincente Minnelli"
8584,"Leave Her to Heaven (1945)","Drama",1945,"USA","John M. Stahl"
8585,"Rapa Nui (1994)","Action",1994,"USA","Kevin Reynolds"
8586,"Roxie Hart (1942)","Comedy",1942,"USA","William A. Wellman"
8587,"Mayor of the Sunset Strip (2003)","Documentary",2003,"USA","George Hickenlooper"
8588,"Killing Me Softly (2002)","Drama",2002,"USA","Kaige Chen"
8589,"Winter War (Talvisota) (1989)","Drama",1989,"Finland","Pekka Parikka"
8591,"Philadelphia Experiment, The (1984)","Adventure",1984,"USA","Stewart Raffill"
8592,"Wheeler Dealers, The (1963)","Comedy",1963,"USA","Arthur Hiller"
8593,"Juice (1992)","Crime",1992,"USA","Ernest R. Dickerson"
8594,"Secret Life of Girls, The (1999)","Comedy",1999,"USA","Holly Goldberg Sloan"
8595,"Flim-Flam Man, The (1967)","Comedy",1967,"USA","Irvin Kershner"
8596,"Revenge of the Pink Panther (1978)","Comedy",1978,"UK","Blake Edwards"
8597,"Riders (2002)","Action",2002,"France","G&#xE9;rard Pir&#xE8;s"
8598,"I Am Dina (2002)","Drama",2002,"Sweden","Ole Bornedal"
8599,"Escapist, The (2001)","Thriller",2001,"UK","Gillies MacKinnon"
8600,"Angels with Dirty Faces (1938)","Crime",1938,"USA","Michael Curtiz"
8601,"Zero for Conduct (Z?â?®ro de conduite) (1933)","Comedy",1933,"France","Jean Vigo"
8602,"Shadows (1959)","Drama",1959,"USA","John Cassavetes"
8603,"Coming Out (1989)","Drama",1989,"East Germany","Heiner Carow"
8604,"Taxi (1998)","Action",1998,"France","G&#xE9;rard Pir&#xE8;s"
8605,"Taxi 3 (2003)","Action",2003,"France","G&#xE9;rard Krawczyk"
8606,"Pull My Daisy (1958)","Short",1958,"USA","Robert Frank"
8607,"Tokyo Godfathers (2003)","Adventure",2003,"Japan","Satoshi Kon"
8608,"Butcher, The (Le Boucher) (1970)","Drama",1970,"France","Claude Chabrol"
8609,"Our Hospitality (1923)","Comedy",1923,"USA","John G. Blystone"
8610,"All of Me (1984)","Comedy",1984,"USA","Carl Reiner"
8612,"Lassie Come Home (1943)","Adventure",1943,"USA","Fred M. Wilcox"
8613,"Time of Your Life, The (1948)","Comedy",1948,"USA","H.C. Potter"
8614,"Overboard (1987)","Comedy",1987,"USA","Garry Marshall"
8615,"Mask of Fu Manchu, The (1932)","Adventure",1932,"USA","Charles Brabin"
8616,"By the Light of the Silvery Moon (1953)","Comedy",1953,"USA","David Butler"
8617,"Butterfield 8 (1960)","Drama",1960,"USA","Daniel Mann"
8618,"Johnny Guitar (1954)","Western",1954,"USA","Nicholas Ray"
8619,"Sister My Sister (1994)","Drama",1994,"UK","Nancy Meckler"
8620,"Exterminating Angel, The (El ?â?üngel exterminador) (1962)","Comedy",1962,"Mexico","Luis Bu&#xF1;uel"
8621,"Ivans xtc. (2000)","Drama",2000,"UK","Bernard Rose"
8622,"Fahrenheit 9/11 (2004)","Documentary",2004,"USA","Michael Moore"
8623,"Roxanne (1987)","Comedy",1987,"USA","Fred Schepisi"
8624,"Freedom Downtime (2001)","Documentary",2001,"USA","Emmanuel Goldstein"
8625,"Same River Twice, The (2003)","Documentary",2003,"USA","Robb Moss"
8627,"Confessions of a Burning Man (2003)","Documentary",2003,"USA","Paul Barnett"
8628,"Search and Destroy (1995)","Action",1995,"USA","David Salle"
8629,"Book of Life (1998)","Comedy",1998,"France","Hal Hartley"
8630,"Such a Long Journey (1998)","Drama",1998,"UK","Sturla Gunnarsson"
8631,"Hard Times (1975)","Action",1975,"USA","Walter Hill"
8632,"Secret Society (2002)","Thriller",2002,"Canada","Nicholas Racz"
8633,"Last Starfighter, The (1984)","Action",1984,"USA","Nick Castle"
8634,"Tank (1984)","Action",1984,"USA","Marvin J. Chomsky"
8636,"Spider-Man 2 (2004)","Action",2004,"USA","Sam Raimi"
8638,"Before Sunset (a.k.a. Before Sunrise 2) (2004)","Drama",2004,"USA","Richard Linklater"
8639,"Clearing, The (2004)","Drama",2004,"USA","Pieter Jan Brugge"
8640,"King Arthur (2004)","Action",2004,"USA","Antoine Fuqua"
8641,"Anchorman: The Legend of Ron Burgundy (2004)","Comedy",2004,"USA","Adam McKay"
8642,"Sleepover (2004)","Comedy",2004,"USA","Joe Nussbaum"
8643,"Cinderella Story, A (2004)","Comedy",2004,"USA","Mark Rosman"
8644,"I, Robot (2004)","Action",2004,"USA","Alex Proyas"
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)","Drama",2004,"Colombia","Joshua Marston"
8646,"Distant Drums (1951)","Action",1951,"USA","Raoul Walsh"
8647,"Follow That Dream (1962)","Comedy",1962,"USA","Gordon Douglas"
8648,"Girl of Your Dreams, The (Ni?â??a de tus ojos, La) (1998)","Comedy",1998,"Spain","Fernando Trueba"
8649,"Gray Lady Down (1978)","Drama",1978,"USA","David Greene"
8651,"Man of La Mancha (1972)","Adventure",1972,"Italy","Arthur Hiller"
8652,"Night of the Following Day, The (1968)","Crime",1968,"USA","Hubert Cornfield"
8653,"Posse (1975)","Western",1975,"USA","Kirk Douglas"
8654,"Prince Valiant (1954)","Action",1954,"USA","Henry Hathaway"
8656,"Short Film About Killing, A (Kr?â??tki film o zabijaniu) (1988)","Crime",1988,"Poland","Krzysztof Kieslowski"
8657,"Tin Star, The (1957)","Western",1957,"USA","Anthony Mann"
8658,"Zandalee (1991)","Drama",1991,"USA","Sam Pillsbury"
8660,"Deluge, The (Potop) (1974)","Adventure",1974,"Poland","Jerzy Hoffman"
8661,"How the West Was Won (1962)","Adventure",1962,"USA","John Ford"
8662,"Joan of Arc (1948)","Biography",1948,"USA","Victor Fleming"
8663,"Live Forever (2003)","Documentary",2003,"UK","John Dower"
8664,"Mr. Klein (Monsieur Klein) (1976)","Crime",1976,"France","Joseph Losey"
8665,"Bourne Supremacy, The (2004)","Action",2004,"USA","Paul Greengrass"
8666,"Catwoman (2004)","Action",2004,"USA","Pitof"
8667,"Home at the End of the World, A (2004)","Drama",2004,"USA","Michael Mayer"
8668,"Some Girl (1998)","Comedy",1998,"USA","Rory Kelly"
8669,"Stay Hungry (1976)","Drama",1976,"USA","Bob Rafelson"
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Crime",1933,"Germany","Fritz Lang"
8671,"Zus & Zo (2001)","Comedy",2001,"Netherlands","Paula van der Oest"
8672,"Battle Hymn (1957)","Biography",1957,"USA","Douglas Sirk"
8673,"Crash Dive (1943)","Action",1943,"USA","Archie Mayo"
8674,"Disco Pigs (2001)","Drama",2001,"Ireland","Kirsten Sheridan"
8675,"Enemy Below, The (1957)","Action",1957,"USA","Dick Powell"
8676,"Fist of the North Star (1995)","Action",1995,"USA","Tony Randel"
8677,"Flash Gordon Conquers the Universe (1940)","Action",1940,"USA","Ford Beebe"
8678,"Guns of the Magnificent Seven (1969)","Action",1969,"USA","Paul Wendkos"
8679,"Hunters, The (1958)","Action",1958,"USA","Dick Powell"
8680,"In a Glass Cage (Tras el cristal) (1986)","Drama",1986,"Spain","Agust&#xED; Villaronga"
8681,"Lancelot of the Lake (Lancelot du Lac) (1974)","Drama",1974,"France","Robert Bresson"
8682,"Last Valley, The (1971)","Adventure",1971,"UK","James Clavell"
8683,"Magnificent Seven Ride!, The (1972)","Western",1972,"USA","George McCowan"
8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)","Comedy",1955,"Spain","Ladislao Vajda"
8686,"Morituri (1965)","Drama",1965,"USA","Bernhard Wicki"
8687,"Orgy of the Dead (1965)","Fantasy",1965,"USA","Stephen C. Apostolof"
8688,"Shalako (1968)","Western",1968,"UK","Edward Dmytryk"
8689,"Shock to the System, A (1990)","Comedy",1990,"USA","Jan Egleson"
8690,"Slaughterhouse-Five (1972)","Comedy",1972,"USA","George Roy Hill"
8691,"His Brother (Son fr?â?¿re) (2003)","Drama",2003,"France","Patrice Ch&#xE9;reau"
8692,"Wake Island (1942)","War",1942,"USA","John Farrow"
8693,"What Price Glory? (1952)","Comedy",1952,"USA","John Ford"
8694,"You Were Never Lovelier (1942)","Comedy",1942,"USA","William A. Seiter"
8695,"Bachelor and the Bobby-Soxer, The (1947)","Comedy",1947,"USA","Irving Reis"
8696,"Breezy (1973)","Drama",1973,"USA","Clint Eastwood"
8697,"City of No Limits, The (En la ciudad sin l?â?¡mites) (2002)","Drama",2002,"Spain","Antonio Hern&#xE1;ndez"
8698,"Comfort of Strangers, The (1990)","Drama",1990,"USA","Paul Schrader"
8699,"Dancing in September (2000)","Drama",2000,"USA","Reggie Rock Bythewood"
8700,"Destination Tokyo (1943)","Adventure",1943,"USA","Delmer Daves"
8701,"Dr. Jekyll and Ms. Hyde (1995)","Comedy",1995,"UK","David Price"
8702,"Dream Lover (1994)","Drama",1994,"USA","Nicholas Kazan"
8703,"Fausto 5.0 (2001)","Horror",2001,"Spain","&#xC1;lex Oll&#xE9;"
8704,"For Queen and Country (1988)","Action",1988,"UK","Martin Stellman"
8705,"Funny About Love (1990)","Comedy",1990,"USA","Leonard Nimoy"
8706,"Greatest, The (1977)","Biography",1977,"USA","Tom Gries"
8707,"Grief (1993)","Comedy",1993,"USA","Richard Glatzer"
8708,"Hometown Legend (2002)","Drama",2002,"USA","James Anderson"
8709,"How I Got Into College (1989)","Comedy",1989,"USA","Savage Steve Holland"
8710,"Map of the Human Heart (1993)","Adventure",1993,"Australia","Vincent Ward"
8711,"Mr. Blandings Builds His Dream House (1948)","Comedy",1948,"USA","H.C. Potter"
8712,"My Favorite Wife (1940)","Comedy",1940,"USA","Garson Kanin"
8713,"New Adventures of Pippi Longstocking, The (1988)","Family",1988,"Sweden","Ken Annakin"
8714,"Night and Day (1946)","Biography",1946,"USA","Michael Curtiz"
8715,"No Name on the Bullet (1959)","Western",1959,"USA","Jack Arnold"
8716,"Plainsman, The (1937)","Biography",1937,"USA","Cecil B. DeMille"
8717,"Slaughter of the Innocents (1994)","Horror",1994,"USA","James Glickenhaus"
8718,"Snake Pit, The (1948)","Drama",1948,"USA","Anatole Litvak"
8719,"Spoilers, The (1942)","Action",1942,"USA","Ray Enright"
8720,"Super, The (1991)","Comedy",1991,"USA","Rod Daniel"
8721,"Tai-Pan (1986)","Adventure",1986,"USA","Daryl Duke"
8722,"Two of a Kind (1983)","Comedy",1983,"USA","John Herzfeld"
8723,"Warriors (Guerreros) (2002)","Animation",2002,"USA","Noriyuki Abe"
8724,"Leopard, The (Il Gattopardo) (1963)","Drama",1963,"Italy","Luchino Visconti"
8725,"Goodbye, Columbus (1969)","Comedy",1969,"USA","Larry Peerce"
8727,"Day of the Locust, The (1975)","Drama",1975,"USA","John Schlesinger"
8728,"Creeping Flesh, The (1973)","Horror",1973,"UK","Freddie Francis"
8729,"Swann in Love (Un amor de Swann) (1984)","Drama",1984,"France","Volker Schl&#xF6;ndorff"
8730,"To End All Wars (2001)","Drama",2001,"USA","David L. Cunningham"
8731,"Moulin Rouge (1952)","Biography",1952,"UK","John Huston"
8732,"Belly of an Architect, The (1987)","Drama",1987,"UK","Peter Greenaway"
8733,"Nest, The (Nid de Gu?â?¬pes) (2002)","Action",2002,"France","Florent Emilio Siri"
8734,"Love Happy (1949)","Comedy",1949,"USA","David Miller"
8735,"High School Confidential! (1958)","Drama",1958,"USA","Jack Arnold"
8736,"Out of the Blue (1980)","Drama",1980,"Canada","Dennis Hopper"
8737,"Crimetime (1996)","Horror",1996,"UK","George Sluizer"
8738,"Woman Is a Woman, A (Une femme est une femme) (1961)","Comedy",1961,"France","Jean-Luc Godard"
8739,"Mamma Roma (1962)","Drama",1962,"Italy","Pier Paolo Pasolini"
8740,"Lower Depths, The (Donzoko) (1957)","Drama",1957,"Japan","Akira Kurosawa"
8741,"Ruby Cairo (1993)","Mystery",1993,"USA","Graeme Clifford"
8742,"Night Patrol (1984)","Comedy",1984,"USA","Jackie Kong"
8743,"Biggles (1986)","Adventure",1986,"UK","John Hough"
8744,"Fancy Pants (1950)","Comedy",1950,"USA","George Marshall"
8745,"World of Suzie Wong, The (1960)","Drama",1960,"UK","Richard Quine"
8746,"King of the Ants (2003)","Crime",2003,"USA","Stuart Gordon"
8747,"Uncle Sam (1997)","Comedy",1997,"USA","William Lustig"
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)","Comedy",1963,"Italy","Vittorio De Sica"
8750,"Balance, La (1982)","Documentary",1982,"USA","Godfrey Reggio"
8751,"Gun Crazy (a.k.a. Deadly Is the Female) (1949)","Crime",1949,"USA","Joseph H. Lewis"
8752,"Set-Up, The (1949)","Film-Noir",1949,"USA","Robert Wise"
8753,"Unprecedented: The 2000 Presidential Election (2002)","Documentary",2002,"USA","Richard Ray Perez"
8754,"Prime of Miss Jean Brodie, The (1969)","Comedy",1969,"UK","Ronald Neame"
8755,"My Voyage to Italy (Il mio viaggio in Italia) (1999)","Documentary",1999,"Italy","Martin Scorsese"
8756,"North Avenue Irregulars, The (1979)","Action",1979,"USA","Bruce Bilson"
8757,"Lovers and Other Strangers (1970)","Comedy",1970,"USA","Cy Howard"
8758,"Kotch (1971)","Comedy",1971,"USA","Jack Lemmon"
8759,"Greyfriars Bobby (a.k.a. Greyfriars Bobby: The True Story of a Dog) (1961)","Family",1961,"USA","Don Chaffey"
8760,"Side Out (1990)","Comedy",1990,"USA","Peter Israelson"
8761,"Three Lives of Thomasina, The (1964)","Family",1964,"UK","Don Chaffey"
8762,"No Deposit, No Return (1976)","Family",1976,"USA","Norman Tokar"
8763,"One and Only, Genuine, Original Family Band, The (1968)","Comedy",1968,"USA","Michael O&#x27;Herlihy"
8764,"Under the Lighthouse Dancing (1997)","Drama",1997,"Australia","Graeme Rattigan"
8765,"This Gun for Hire (1942)","Film-Noir",1942,"USA","Frank Tuttle"
8766,"Black Angel (1946)","Crime",1946,"USA","Roy William Neill"
8767,"Big Clock, The (1948)","Crime",1948,"USA","John Farrow"
8768,"Criss Cross (1949)","Crime",1949,"USA","Robert Siodmak"
8769,"5th Musketeer, The (a.k.a. Fifth Musketeer, The) (1979)","Adventure",1979,"Austria","Ken Annakin"
8770,"Evilspeak (1981)","Horror",1981,"USA","Eric Weston"
8771,"Sherlock Holmes: Terror by Night (1946)","Adventure",1946,"USA","Roy William Neill"
8772,"Spy Who Came in from the Cold, The (1965)","Drama",1965,"UK","Martin Ritt"
8773,"Sherlock Holmes and the Secret Weapon (1942)","Adventure",1942,"USA","Roy William Neill"
8774,"Sherlock Holmes: The Woman in Green (1945)","Crime",1945,"USA","Roy William Neill"
8775,"Counterfeit Traitor, The (1962)","Drama",1962,"USA","George Seaton"
8776,"1, 2, 3, Sun (Un, deuz, trois, soleil) (1993)","Comedy",1993,"France","Bertrand Blier"
8777,"Roadkill (a.k.a. Roadkill: Move or Die) (1989)","Adventure",1989,"Canada","Bruce McDonald"
8778,"Sherlock Holmes: Dressed to Kill (1946)","Crime",1946,"USA","Roy William Neill"
8779,"Bon Voyage (2003)","Comedy",2003,"France","Jean-Paul Rappeneau"
8780,"Assassination Bureau, The (1969)","Action",1969,"UK","Basil Dearden"
8781,"Manchurian Candidate, The (2004)","Drama",2004,"USA","Jonathan Demme"
8782,"Thunderbirds (2004)","Action",2004,"UK","Jonathan Frakes"
8783,"Village, The (2004)","Drama",2004,"Japan","Mitsuhiro Mihara"
8784,"Garden State (2004)","Comedy",2004,"USA","Zach Braff"
8787,"Thunderbirds Are GO (1966)","Action",1966,"UK","David Lane"
8788,"Thunderbird Six (1968)","Family",1968,"UK","David Lane"
8789,"Castle Keep (1969)","Drama",1969,"USA","Sydney Pollack"
8790,"Revengers Tragedy (2002)","Drama",2002,"UK","Alex Cox"
8791,"Beyond Hypothermia (Sip si 32 doe) (1996)","Action",1996,"Hong Kong","Patrick Leung"
8792,"Octane (2003)","Horror",2003,"UK","Marcus Adams"
8793,"PTU (2003)","Crime",2003,"Hong Kong","Johnnie To"
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)","Drama",1977,"Soviet Union","Nikita Mikhalkov"
8795,"Musa the Warrior (Musa) (2001)","Action",2001,"South Korea","Sung-su Kim"
8796,"Funny Thing Happened on the Way to the Forum, A (1966)","Comedy",1966,"USA","Richard Lester"
8797,"Salesman (1969)","Documentary",1969,"USA","Albert Maysles"
8798,"Collateral (2004)","Crime",2004,"USA","Michael Mann"
8799,"Little Black Book (2004)","Comedy",2004,"USA","Nick Hurran"
8800,"Code 46 (2003)","Drama",2003,"UK","Michael Winterbottom"
